artist.hotttnesss,artist.name,duration,end_of_fade_in,familiarity,key,loudness,mode,release.id,release.name,tempo,terms,time_signature,title,year
0.389119622,Los Abuelos De La Nada,194.01098,0.439,0.525740269,2,-14.409,1,217026,El Album,139.685,rock,4,Lunes Por La Madrugada,1984
0.48833899,Slightly Stoopid,118.49098,0,0.866171076,9,-12.708,1,372744,Winter Tour '05 - '06,173.709,ska punk,4,Jimi Baby,0
0.43568407,Maximilian Hecker,205.7922,2.421,0.621121051,8,-8.059,1,420490,Live Radio Sessions,129.488,chamber pop,5,Full Of Voices,2005
0.397179043,Leroy Hutson,323.99628,3.68,0.530355668,7,-17.92,1,467076,Leroy Hutson Selected Hits Vol. 2,183.935,jazz funk,4,More Where That Came From - Original,0
0.531303319,Whitesnake,250.3571,3.199,0.822432829,7,-7.356,1,301001,Whitesnake's Greatest Hits,125.783,blues-rock,4,Fool For Your Loving,1980
0.47070039,Semisonic,258.92526,0.171,0.7127449,4,-5.814,1,23369,20th Century Masters: The Millennium Collection: Best Of Semisonic,186.012,post-grunge,4,If I Run,1993
0.423323424,Laid Back,196.72771,4.807,0.597963087,10,-4.854,0,333739,Good Vibes - The Very Best of Laid Back,124.534,dance pop,4,Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),0
0.374557927,Willie Clayton,238.39302,0.311,0.467054185,7,-5.906,1,602686,Something To Talk About,85.973,chicago soul,4,Heart Of The City (Soul and R&B),0
0.372307464,Novaspace,231.54893,0.218,0.688040857,2,-7.299,1,297839,Supernova,185.97,trance,4,Guardian Angel,2002
0.36324601,Tom Barabas,249.20771,0.386,0.448025346,4,-14.094,0,485272,Mosaic,121.001,meditation,3,Melodioso,0
0.429097812,Finntroll,255.00689,0,0.636436672,4,-5.563,0,335540,NattfAPdd,149.948,heavy metal,4,Hel Vete,2004
0.303618163,Carlos Ponce,195.5522,0.147,0.603550952,0,-6.675,1,157882,La Historia,196.137,male vocalist,4,Escuchame,2003
0.440867557,Colin James,233.7171,4.708,0.523962423,1,-7.382,0,766800,Traveler,149.317,blues,4,Sending A Message,2003
0.416503946,Marlene Dietrich,159.34649,0.374,0.616896386,7,-16.163,1,24065,The Essential Marlene Dietrich,42.654,chanson,4,Auf Der Mundharmonika,1992
0.340632715,Pinchers & Ganglords,235.17995,0,0.558384455,4,-7.145,0,763433,Burnin up,159.798,dancehall,4,Girls Girls,0
0.538491128,Ziggy Marley And The Melody Makers,335.90812,0.101,0.750479817,10,-15.889,0,303803,Hey World,145.222,reggae,4,6 6 6,0
0.788137758,John Mayer,407.45751,0,0.837947909,1,-7.123,0,281644,Any Given Thursday,153.055,rock,4,Something's Missing,0
0.348215008,Frederik,164.15302,0,0.477946575,0,-8.493,1,444039,Kinderlieder Vol.2,95.991,tech house,4,DornrAPschen war ein schAPnes Kind - Karaoke,0
0.374557927,Willie Clayton,287.08526,0.328,0.467054185,7,-6.36,0,601300,The Little Giant Of Soul,115.938,chicago soul,5,Wiggle (Soul and R&B),0
0,Emeneya,552.35873,0.177,0.214081713,0,-7.15,1,353167,Nouvel ordre,122.799,soukous,4,Maloba pamba,0
0.292379424,Dropline,226.40281,0.069,0.407528766,2,-5.56,1,766573,You Are Here,79.677,grime,4,Weight Of The World (Album Version),0
0.368054039,Furry Lewis,221.962,1.483,0.572500601,2,-28.946,1,593889,Furry Lewis,104.469,country blues,3,Judge Boushay Blues,1972
0.533842727,Cancer Bats,180.71465,0,0.689800593,6,-4.834,0,744214,Sabotage,86.01,southern rock,4,Sabotage,2010
0.405080353,Roy Rogers,182.67383,0.119,0.510367933,7,-18.118,1,493248,Classic Country Vol 1,185.246,western swing,5,My Heart Went That-A-Way,0
0.560380805,Alexandre Desplat,239.38567,3.477,0.609816403,2,-15.668,1,64207,Firewall,39.451,soundtrack,1,The Epi-Pen,2006
0.297258384,Biddu,195.39546,1.085,0.370667208,2,-12.548,1,329620,Qurbani,108.751,disco,4,Baat Ban Jaye,0
0.352364098,Uman,344.2673,5.19,0.533504314,1,-15.305,1,529899,You Are Here,99.968,chill-out,4,People of cloud nine,0
0.351561407,Lara & Reyes,92.70812,0.369,0.338956022,7,-14.919,1,29155,Navidad,111.727,latin jazz,1,Away In A Manger,2000
0.516963731,George Lopez,238.99383,0,0.668020249,6,-8.874,1,135291,America's Mexican,120.492,california,3,Mas P**' (America'S Mexican),2007
0.256803369,Miriam Yeung,276.74077,0.345,0.492253132,4,-13.659,1,285335,Miriam Xin Chang Jin Pai Jin Qu,114.915,cantonese pop,7,Shang Zhui Ren,0
0.804219797,Shakira,222.37995,0.27,0.833178561,7,-5.16,1,554310,Loba,128.217,dance pop,4,Loba,2009
0.413393911,DJ Quik,260.362,0.153,0.712098902,7,-4.394,1,77351,Trauma,200.079,gangster rap,4,Pacific Coast Remix,0
0.36091623,Sophie Tucker,180.6624,0,0.451784406,3,-19.492,1,817763,Aren't Women Wonderful,100.868,vaudeville,4,Complainin',0
0.358500923,Pyranja,225.33179,0,0.548672436,10,-4.166,0,714489,Frauen & Technik,178.574,pop rap,1,Nordcore,2004
0.493711077,Conway Twitty,140.7473,0.156,0.663231985,7,-19.602,1,477262,Conway Twitty's Big Train,64.141,country,1,Big Train,2009
0,Agency 1.9.9.4,230.37342,0.064,0.389902814,11,-3.062,0,191878,Undergrounds Series Vol. 1: Dayz Of Our Livez,95.386,hip hop,3,The Prayer - Feat. T.O. & Timberly K. Simmons,0
0.518784102,Blackalicious,260.33587,0,0.697113663,1,-5.869,1,225526,A2G EP,100.694,hip hop,4,Rock the Spot,1999
0.477889304,Wyclef Jean featuring Butch Cassidy and Sharissa,238.47138,0,0.791465542,5,-3.947,1,290113,Masquerade,183.58,hip hop,1,You Say Keep It Gangsta,2002
0.385209427,Ben Watt feat. Estelle,389.19791,0.154,0.612235271,9,-8.273,0,206729,Outspoken Part 1,125.992,progressive house,4,Pop A Cap In Yo' Ass,2005
0.458595403,Naughty By Nature,245.65506,0,0.679748141,10,-3.741,0,14578,Icons,93.978,gangster rap,4,Swing Swang,2002
0,AurA(c)lien Merle,286.85016,18.442,0.431082532,5,-17.661,1,476948,Le Jeu des Balcons Mal FermA(c)s,150.032,chanson,4,C'est Dimanche,0
0.272729378,Far Too Jones,249.02485,0.461,0.417170428,9,-4.771,1,496005,Deep 2,127.267,alternative rock,1,Use Me,1997
0,Jenney,205.97506,0.305,0.036043617,8,-3.766,1,178220,Gib deinem Herzen ein Zeichen,120.117,german pop,4,Gib deinem Herzen ein Zeichen (Radio Mix),0
0.623835201,R.E.M.,195.52608,0.205,0.730669502,2,-8.775,0,43154,And I Feel Fine.....The Best Of The IRS Years 82-87,146.484,jangle pop,1,So. Central Rain (2006 Digital Remaster),0
0.315628274,Los Gaiteros de San Jacinto,234.52689,0.374,0.36951674,2,-21.854,0,559373,Un Fuego De Sangre Pura:  Los Gaiteros de San Jacinto from Colombia,171.123,cumbia,4,El Corcovado (The Wood-Quail),0
0.465542672,King Diamond,286.56281,0,0.783746918,11,-5.575,1,135279,In Concert 1987 - Abigail,240.761,heavy metal,4,The Portrait (Live) (Reissue) (Album Version),0
0.393660868,Shamen,443.03628,0.132,0.605880471,7,-6.519,1,356416,Hystericool: The Best of the Alternate Mixes,86.561,tech house,5,Destination Eschaton (Hardfloor Vocal Mix),2002
0.414609585,Mighty Diamonds,208.87465,0.142,0.596834826,7,-10.484,0,274211,Bust Out,162.736,roots reggae,4,In De Dance Again,0
0.30991934,Pablo Montero,163.29098,0.332,0.546310424,5,-9.627,1,536523,Donde Estas Corazon,146.654,ranchera,1,Aquel Mundo De Amor,0
0.404566538,Atomic Rooster,220.39465,0.2,0.520757635,4,-11.696,1,443910,The Greatest Hits - Vol. 1,146.708,hard rock,4,Living Underground,2005
0.309813144,Lincoln Center Jazz Orchestra,304.84853,0,0.486974477,5,-5.508,0,287074,Live In Swing City- Swingin' With Duke,90.306,hard bop,4,Chinoiserie,0
0.386292984,Ray Boltz & Steve Millikan,245.62893,0.74,0.509481027,1,-10.551,1,605642,16 Great Christmas Classics Volume 3,133.318,ccm,4,Perfect Tree,0
0.503362448,Simple Minds,308.94975,2.345,0.700679842,7,-14.178,1,22956,Sons And Fascination/Sister Feelings Call,139.402,new wave,3,Careful In Career,1981
0.355974359,J. B. Lenoir,190.64118,0.223,0.520553746,11,-9.302,1,566005,If You Love Me,98.018,chicago blues,3,I'm in Korea,1954
0.464152439,Herbert  von Karajan,201.89995,0,0.668055687,7,-16.398,1,198162,Karajan: Stravinsky - Oedipus Rex; Bruckner - Te Deum,124.748,opera,4,Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky),0
0.908202619,Rihanna,283.8722,0,0.917863906,11,-4.465,0,687382,Just Dance,128.092,dance pop,4,Don't Stop The Music,2007
0.359775662,Fuzz,223.39873,2.456,0.479290854,6,-5.384,1,211974,Uno,143.951,video game music,4,De pie,0
0.458293186,Dokken,210.88608,2.194,0.769896415,6,-5.152,1,658287,Lightning Strikes Again,89.019,heavy metal,4,Disease,2008
0.193287062,Ionics,140.38159,0.148,0.350540092,5,-9.811,1,231171,Doo-Wop Classics Vol. 10 [Musicnote Records],136.463,turnablism,4,Roll Back The Rug,0
0.177811011,Top Of The Poppers,184.29342,0.401,0.351786572,9,-9.894,0,564154,Knowing Me Knowing You,121.238,eurodance,1,Money Money Money,0
0.344198188,The Winans,263.20934,0,0.482148325,10,-7.68,1,343272,Return,104.856,ccm,4,Free (Album Version),0
0.319182535,Paulette Tajah,201.92608,0,0.339444459,1,-9.917,1,477674,Strictly Vocals 2,150.024,lovers rock,4,Jealousy,0
0.396490352,Republica;Jonny Male;Dave Arch,303.85587,3.291,0.614755589,10,-5.306,1,299130,Republica,129.888,europop,4,Ready To Go,1996
0.71366982,Guns N' Roses,237.13914,3.257,0.844085061,8,-8.591,1,226115,Lies / Appetite For Destruction,156.65,heavy metal,1,Mama Kin,1986
0.572027854,Fat Joe,277.002,0,0.822908534,10,-4.678,0,762314,Loyalty,167.878,gangster rap,4,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),2002
0.366592713,Skrape,198.81751,0.154,0.505846145,7,-9.296,0,295373,Up The Dose,133.912,post-grunge,1,Searching For Home,2003
0.119887622,Curt Bois,203.02322,0.193,0.251104742,7,-18.354,1,401219,Gassenhauer,123.765,pop rock,3,Reg mich nicht auf_ Johanna,0
0.663686476,CA(c)line Dion,224.20853,0.822,0.737437395,2,-9.528,0,662478,Taking Chances,77.977,soft rock,3,The Reason I Go On,2007
0.313667192,Pee Wee King,167.00036,2.154,0.408071911,7,-20.826,1,199869,Pee Wee King's Country Hoedown,151.049,western swing,4,Where Were You Last Night,0
0.295470991,FlA!vio JosA(c),219.29751,0.187,0.424278927,9,-5.695,0,511994,Me Diz Amor,164.815,brazil,4,A Sempre Assim,0
0.536219993,Silverchair,312.13669,2.368,0.767768809,9,-7.207,1,283355,Frogstomp,122.243,post-grunge,4,Cicada,1995
0.78033412,Metallica,472.45016,3.32,0.852136187,3,-3.258,1,411463,Broken_ Beat & Scarred,111.504,speed metal,4,The End Of The Line,2008
0.542054632,Rancid,163.29098,0,0.850728266,7,-5.084,1,472687,Let The Dominoes Fall,126.464,ska punk,1,LA River (Acoustic),0
0.324672497,Brian Auger's Oblivion Express,265.7171,1.064,0.450779113,5,-10.284,0,466626,Closer To It!,193.84,jazz fusion,7,Inner City Blues (Alternate Mix) (Bonus Track),0
0.4181931,Primordial,458.9971,0,0.751040126,2,-14.04,1,756181,All Empires Fall,129.626,folk metal,4,Empire Falls,2007
0.352868134,Chelsea,145.55383,0,0.555730918,7,-9.727,1,401433,Punk In London,159.552,pop rock,4,Right to Work (Live),1991
0.457981674,Sizzla,274.15465,0.107,0.732571745,1,-6.016,1,273604,Black Woman And Child,168.013,dancehall,4,Princess Black,1997
0.439836359,Bersuit Vergarabat,208.56118,6.478,0.615504103,5,-7.877,1,359570,Don Leopardo,121.91,cumbia,4,Bolero Militar,1996
0.394217199,Casiotone For The Painfully Alone,108.40771,3.268,0.665322162,0,-6.695,1,234421,The First Two Albums,131.078,trip hop,4,Rice Dream Girl,1999
0,Rainer Bielfeldt,239.01995,0.073,0.407448072,7,-8.25,1,624501,Alles nur ein Traum,149.259,chanson,4,No more going home,0
0.379761784,Ann Hampton Callaway,312.65914,0.183,0.506773969,0,-20.302,1,619860,After Ours,103.077,vocal jazz,3,Time After Time,0
0.486825414,Mando Diao,144.03873,0.206,0.807779928,7,-3.942,1,271142,Never Seen The Light Of Day -Deluxe Version,152.041,blues-rock,4,Misty Mountains,2007
0.487202995,Donnie McClurkin,198.5824,0.328,0.606011003,9,-6.129,1,529132,Donnie McClurkin... Again,143.986,urban,4,All I Ever Really Wanted,0
0.383700579,NewFound Road,176.56118,0.107,0.518501273,7,-5.864,1,624707,Same Old Place,223.34,bluegrass,4,Brand New Broken Heart,2009
0.378106965,Vilma Palma e Vampiros,210.05016,0.554,0.58811765,7,-6.107,1,97820,Lo Mejor De Vilma Palma,127.803,cumbia,4,Te quiero tanto,1993
0.376514231,Ray Conniff,191.63383,0,0.555765,0,-14.286,1,708277,The Hollywood Collection,65.852,instrumental pop,4,Yesterdays,0
0.32188269,Nelson Ned,177.6322,0.328,0.498663649,9,-12.026,1,34127,Selecao De Ouro Vol.2,85.7,latin jazz,3,Mi Sangre Latino,0
0.294607893,Madilu System,451.44771,0.235,0.421209147,9,-3.871,1,244370,La Bonne Humeur,130.126,congo,5,Vincent,0
0.549749652,Set Your Goals,204.40771,2.148,0.823910087,3,-2.192,1,527029,This Will Be The Death Of Us,194.532,pop punk,3,the fallen...,2009
0.396800219,The High Strung,153.73016,0,0.59994467,9,-2.679,1,420796,Ode to the Inverse of the Dude,95.11,post-grunge,4,The Lifestyle That Got Away,2009
0.412240601,Lost Boyz,243.53914,0.259,0.569741152,9,-9.725,1,14592,Love_ Peace & Nappiness,93.174,gangster rap,4,Get Your Hustle On,1997
0.431159805,Nic Endo,388.0224,2.125,0.56707373,3,-2.928,1,505422,White Heat,88.4,future jazz,5,Future Prospects,1998
0.568491815,Dropkick Murphys,229.51138,0.137,0.79309437,9,-3.918,1,104642,Do Or Die,168.21,celtic punk,4,Skinhead on the MBTA (Album Version),1997
0.328997859,Kim Wilson,286.51057,0.432,0.459810163,9,-8.096,1,238492,Lookin' For Trouble!,119.644,harmonica blues,4,Love Attack,2003
0.35070666,Daath,248.81587,0.102,0.473963333,4,-3.961,0,138009,The Hinderers,150.163,technical death metal,4,Above Lucium (LP Version),2006
0.526182556,Suicidal Tendencies,125.90975,0.302,0.736677413,11,-9.96,0,92649,Join The Army,186.159,hardcore punk,4,Human Guinea Pig,1987
0.395247623,Bobby Vee,256.28689,0.177,0.623130437,10,-10.872,1,462412,Just Today,132.109,brill building pop,4,Wink Of An Eye,0
0.319626776,Bill & Gloria Gaither,181.15873,0.12,0.493926145,6,-13.991,0,64629,Israel Homecoming,139.23,ccm,4,Awesome God,0
0.386312131,Jennifer Brown,239.0722,0.459,0.493486473,8,-8.246,1,301993,Vera,90.915,dance pop,4,Naked,1998
0.261822386,"Jean LumiA""re",183.37914,0,0.290826477,1,-10.621,1,812274,The Greatest Hits from 40's and 50's_ Vol. 66,38.644,chanson,4,Le temps des cerises,2002
0.459189195,Elephant Man,128.80934,0,0.747815369,9,-7.286,0,74571,Riddim Driven: Power Cuts,125.618,dancehall,4,Loud And Clear,0
0.373011673,Alain Souchon,217.02485,0,0.638472268,11,-13.578,0,45282,C'est DA(c)jA  Aa / Nickel,89.168,chanson,4,J'veux Du Cuir (Live),0
0.471493227,Pepper,204.5122,0,0.765141418,9,-5.286,0,667208,Pink Crustaceans and  Good Vibrations,220.104,reggae,3,Freeze,2008
0.304184256,Peggy Zina,217.33832,0.363,0.324677431,8,-8.301,1,210431,Trexe,131.991,modern laika,4,Alli Mia Fora,0
0.384202939,FIR,206.57587,0,0.539401205,11,-14.44,0,105753,F.I.R.,122.041,,3,Lydia [Piano Version],0
0.334002498,Eric Champion,327.49669,2.473,0.44110768,2,-10.42,1,532168,Vibe Central - The Essential Remixes,122.421,ccm,4,Dress Me Up,1996
0.285942679,Zeltinger Band,222.24934,0.241,0.37201088,1,-7.768,1,669695,Rares fA1/4r Bares 2004,140.264,german pop,4,Wo bleibt die Mark?,0
0.48818139,Bebe Winans,278.22975,0,0.600195393,1,-10.486,1,25180,Live Up  & Close,161.405,ccm,4,Love Thing,2002
0.406508249,Penguin CafA(c) Orchestra,270.78485,8.789,0.635087811,2,-9.057,1,27371,A Brief History,128.298,chamber jazz,1,Bean Fields (Live) (2001 Digital Remaster),2001
0.201307558,Colombiafrica - The Mystic Orchestra,318.79791,0,0.494643265,1,-7.998,1,553870,Voodoo Love Inna Champeta Land,186.121,soukous,5,Sambangole / Tres Golpes Na' Mas,2007
0.576903816,Red Hot Chili Peppers,265.63873,0,0.833967972,2,-10.557,1,30962,Blood Sugar Sex Magik,116.282,rap rock,4,Naked In The Rain (Album Version),1991
0,The Kitchen,213.10649,0,0.475259332,0,-6.025,1,601584,Foreign Objects,142.911,broken beat,4,Who Are You?,0
0.335677609,Statues,155.6371,0.357,0.528527959,1,-6.618,0,443355,Aux,173.357,power pop,4,There Are Things I Think You Should Know,0
0.486783025,Jonny Lang,208.32608,0.198,0.698969925,2,-6.067,1,46549,Long Time Coming,136.932,blues-rock,4,The One I Got,2003
0.515325301,Cam'Ron / JR Writer,208.92689,0,0.858270678,9,-6.61,1,93013,Purple Haze,115.139,hip hop,5,Shake,2004
0.413070411,Novembre,295.23546,0,0.649602604,4,-6.163,1,146146,The Blue,124.078,doom metal,3,Triesteitaliana,2007
0.43870167,X-Raided,242.59873,0,0.624573379,4,-6.83,0,646749,The Unforgiven_ V.2: Assisted Suicide,161.976,gangster rap,4,Thug Queen,0
0.383229026,Cornell Campbell,215.01342,0.165,0.587023739,1,-15.076,1,14979,Tell The People,140.048,roots reggae,4,Give Your Love To Me,0
0.374530029,Donna The Buffalo,281.93914,0,0.575532412,9,-6.199,1,470035,Live From The American Ballroom,151.493,zydeco,4,Tides Of Time,1999
0.51346329,Tesla,228.98893,0,0.707199764,7,-3.257,0,772708,Alive In Europe!,88.127,hard rock,4,So What!,2008
0,AI-TIEM,200.48934,0,0.065327328,2,-10.62,1,63580,Wenn hier einer schieAt_ dann bin ich das,172.02,jungle music,4,Kleina Wixa,1993
0.479187492,Little Feat,228.98893,0.212,0.674913858,0,-9.978,1,45697,The Best Of Little Feat,97.342,blues-rock,4,Down On The Farm (2006 Remastered Edit Version),2006
0.360445766,Mikey Dread,373.26322,0.978,0.58568315,1,-13.192,0,243041,Dub Catalogue,145.055,roots reggae,1,Two Track Dub (Dub / Instrumental Reggae Music),1982
0.328413738,Alberto Cortez,252.78649,0,0.506778928,3,-5.896,1,122921,ColecciA3n Diamante: Alberto Cortez,91.008,chanson,5,Distancia,1989
0,Conjunto Mar Azul,309.96853,0.137,0,5,-5.129,1,635492,En Vivo,93.961,charanga,3,Papel Quemado,0
0.467071006,Death From Above 1979,195.29098,0,0.738594499,7,-7.163,1,8784,You're A Woman_ I'm A Machine,150.155,indie rock,4,Romantic Rights,2004
0.550762085,Foo Fighters,253.67465,0.158,0.839275393,2,-7.442,1,543877,The Pretender,150.83,grunge,3,If Ever,2007
0.390361787,Eyehategod,247.01342,0.229,0.676119551,2,-11.31,1,734445,10 Years Of Abuse And Still Broke,97.916,doom metal,7,Left To Starve,1992
0,Mal De Ojo,238.10567,0.148,0.400890514,4,-6.206,1,75254,Mestijaia,140.951,grindcore,3,Lekeitio,0
0.323634923,Edmundo Ros,170.37016,1.054,0.448026305,7,-9.905,0,674619,Doin' The Salsa - The Very Best Of Edmundo Ross,121.596,samba,4,The Wedding Samba,0
0.466946703,The Antlers,277.99465,15.488,0.726299713,7,-8.878,1,489387,In the Attic of the Universe,80.023,chamber pop,4,Stairs To the Attic,2007
0.29127103,Lionel Rogg,137.32526,0.439,0.320855383,0,-10.997,1,569125,Bach: Organ Works Vol.2,77.754,early music,3,Prelude And Fugue In C Major BWV 545 : Prelude,0
0.299705214,Jimmy Riley,229.14567,1.564,0.477724733,8,-13.633,1,236135,Magic,160.04,roots reggae,4,The Love We Had Version,0
0.392994623,Elliot Goldenthal,92.86485,0,0.599133769,2,-23.519,1,289872,Titus - Original Motion Picture Soundtrack,79.35,instrumental rock,7,Vortex,2000
0.387181942,John Brown,24.47628,0,0.641525136,11,-13.816,1,665478,TheBurbsLife,77.692,hard trance,1,Uncle Interlude,0
0.312044456,Marilyn Horne / Wiener Opernorchester / Henry Lewis,391.70567,8.237,0.445858671,1,-20.082,1,628421,Ultimate Classical Chill Out,106.504,opera,4,Mon coeur s'ouvre A  ta voix,0
0.793412623,Jason Mraz,263.00036,0,0.842972108,11,-13.163,0,241960,We Sing.  We Dance.  We Steal Things.,62.894,alternative rock,1,The Dynamo Of Volition [From An All Night Session],0
0.34776698,Pyrolator,167.28771,0.339,0.456620687,2,-8.826,1,711620,Ausland,186.582,hard trance,1,Gold Und Silber,0
0,James Scott Skinner,184.52853,0.671,0.247485184,10,-18.935,1,317364,The Strathspey King,133.953,hard house,1,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,0
0.298372721,Abraham Laboriel,423.26159,0.259,0.362358559,0,-10.494,0,552899,Guidum,182.774,jazz,4,Guidum,1995
0.324624482,Grupo Batuque,41.56036,0.167,0.500848692,9,-17.437,0,333770,O Tempo Do Samba,155.526,future jazz,5,Cavasamba Um (Edit),2005
0.386289651,Sugar Minott,211.06893,0.242,0.606975737,11,-11.706,1,444849,Rewind Selecta: Up Tempo Collection Volume 3,121.284,roots reggae,1,All Kind of People,0
0.507962145,Ini Kamoze,234.84036,0.185,0.621825362,6,-13.762,0,103261,Shocking Out,95.021,dancehall,4,Hole In The Pumpkin,0
0.476389109,Mudhoney,217.5473,0.213,0.672680593,4,-7.996,1,615211,Five Dollar Bob's Mock Cooter Stew,158.517,grunge,4,Between Me & You Kid (Album Version),1993
0.333858125,Out Of The Grey,252.62975,0,0.431030787,0,-10.239,1,41971,The Early Years,153.642,ccm,4,The One I've Been Waiting For (Diamond Days Album Version),0
0.409818412,Dino,406.38649,2.705,0.642358176,10,-1.723,0,554837,An Anthology of Chinese Experimental Music 1992-2008,103.807,ccm,4,Untitled,0
0.431448035,OV7,239.67302,0.345,0.577232155,11,-3.593,1,528682,7 Latidos,99.995,ballad,4,Una na na,2001
0.421415103,Borialis,294.68689,0,0.454043995,7,-5.4,1,4967,What You Thought You Heard,151.805,rap rock,4,Can't Break This Man,0
0.377828215,Open Hand,136.98567,0,0.614887588,6,-5.654,0,715952,You And Me,154.211,post-grunge,3,The Ambush,2004
0.416935872,X-ecutioners,286.77179,0,0.619260605,10,-5.716,0,400773,Built From Scratch,76.166,turnablism,5,Play That Beat,2001
0.049034381,Mario Rosenstock,250.30485,0,0.334542784,5,-29.521,0,637060,Gift Grub 10 (Deluxe Edition),49.171,irish,4,Bertie's Pets (Bonus Material),0
0.429149837,Juice Leskinen,158.45832,0.282,0.5534682,0,-11.567,1,642616,Lauluja rakastamisen vaikeudesta,180.8,german pop,4,Marilyn,1994
0.240098406,Pumpkin Buzzard,193.20118,0,0.391108885,2,-5.111,1,773435,Knowledge Zombie,68.936,happy hardcore,1,Bladecrash Electrocution,0
0.33137317,Rishi Rich,201.92608,0.195,0.492669503,4,-4.736,0,38957,The Project,107.011,bhangra,4,Come Here Feat. Jay Sean,2006
1.082502557,Kanye West,271.25506,0.363,0.877213746,7,-5.227,1,30801,Through The Wire,166.037,hip hop,4,Through The Wire,2003
0.262371626,The Katies,216.29342,0.107,0.502358284,11,-5.419,1,610555,The Katies,133.607,power pop,4,She's My Marijuana (LP Version),0
0.30283976,Los Hispanos,242.28526,0.189,0.412410303,0,-12.384,1,818883,Coleccion Estelar de Sabor Cumbia,88.343,cumbia,4,El Aranero,0
0.386289651,Sugar Minott,258.01098,0,0.606975737,0,-10.475,1,740622,Niney Presents: No Hiding Place!,156.972,roots reggae,4,Mash Up Mi Life,0
0.397493835,Paul Brown,243.90485,0.38,0.510075541,7,-9.433,0,501402,The City,122.623,smooth jazz,3,Old Friends,2005
0.601187378,Lloyd Banks,250.74893,0.299,0.725843499,1,-2.844,1,436,The Hunger For More,85.366,gangster rap,4,South Side Story,2004
0.459665457,Marvin Sapp,263.65342,0.351,0.733714697,8,-6.677,1,6965,Marvin Sapp,100.081,gospel,4,In His Presence (LP Version),0
0.509878708,Sister Hazel,303.98649,0,0.731065756,7,-8.311,1,21651,Sister Hazel,127.707,post-grunge,4,Space Between Us (Album Version),1994
0.414609585,Mighty Diamonds,224.54812,0.328,0.536336186,7,-8.815,1,568321,Rise Up,146.02,roots reggae,4,Drifting Away,0
0.299878259,Terror Fabulous,191.73832,0,0.479292219,8,-11.71,1,185742,Reggae Gold 1993,94.958,dancehall,4,Position,1995
0.33854245,Eddie Henderson,277.57669,0,0.510377904,2,-8.4,1,767498,Coming Through,98.436,jazz funk,5,Beyond Forever (2004 Digital Remaster),0
0.411650961,Kartik Seshadri,1519.28118,7.506,0.434022351,1,-23.684,1,254168,Illuminations,88.329,roots reggae,3,Raga Anandi Kalyan (Alap_ jor and jhala),0
0.395793546,Modeselektor,256.31302,0,0.74119524,2,-8.788,1,134912,Hello Mom!,205.972,techno,4,Tetrispack,2005
0.448669074,Charlie Rich,184.65914,1.315,0.582804694,0,-11.537,1,286272,Feel Like Going Home: The Essential Charlie Rich,119.963,rockabilly,1,Nice 'N' Easy,1997
0.496224349,Kris Kristofferson,232.64608,0.098,0.732393863,2,-19.991,1,224850,Broken Freedom Song: Live From San Francisco,74.665,western swing,3,Darby's Castle,1970
0.618219159,Bad Religion,180.81914,0,0.858677442,9,-5.098,0,204360,How Could Hell Be Any Worse?,121.805,hardcore punk,4,Doing Time (Album Version),1982
0,SaarbrA1/4cken Radio Symphony Orchestra,827.66322,2.194,0.219104729,5,-24.986,1,769337,Les IdA(c)es Fixes,59.478,symphony,5,Phase (1972),0
0.32576718,Jackie Davis,159.81669,1.21,0.46139436,6,-13.613,1,460948,Easy Does It,117.298,soul jazz,4,Night Train (Album Version),0
0.446732968,Shawn Colvin,250.69669,0,0.685502832,1,-12.806,1,487958,Live,109.154,country rock,1,Sunny Came Home,1996
0.554564302,Less Than Jake,257.01832,0.206,0.843322339,0,-1.977,1,221479,Pezcore,170.412,ska punk,1,Short On Ideas / One Last Cigarette,2002
0.500119335,Mobb Deep,224.62649,3.355,0.772272161,6,-5.627,0,293515,Amerikaz Nightmare,103.433,gangster rap,4,Got It Twisted,2004
0.43280431,Irwin Goodman,157.33506,3.001,0.517480572,10,-4.398,1,111427,Dirly dirly dee,155.735,german pop,1,Liverpoolin pokia,1985
0.437735968,Pedro Aznar,194.61179,0.386,0.597702904,0,-7.683,0,509441,David Y Goliath,110.178,chanson,4,Stand,1995
0.343389815,Bill Douglas,185.67791,2.177,0.489537503,3,-23.771,1,469687,Jewel Lake,106.117,chamber jazz,4,Caroline,0
0.479045991,Marty Robbins,160.57424,0.125,0.609896793,11,-16.399,1,680457,The Best of Marty Robbins,83.053,country rock,3,Have Thine Own Way Lord,0
0.491178954,Gang Starr Featuring Jeru The Damaja And Lil Dap,244.32281,0,0.705881777,1,-15.55,1,24250,Daily Operation,95.301,jazz rap,4,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),1992
0.276394576,Lenn Hammond,216.47628,0,0.399889943,1,-7.622,1,110142,Baby Why,154.356,lovers rock,4,The Door,0
0.333196089,Cool For August,214.7522,1.077,0.434647101,9,-5.8,1,129742,Grand World,124.22,alternative rock,4,Don't Wanna Be Here (Album Version),1997
